62,"ACABAR1","Terminar; concluir; finalizar.","TEXTO PREPARAR ACABAR ALIVIAD@<brrrru>.","Já acabei o texto e estou aliviado.",1,"acabar1Sm_Prog001.jpg",3,1
63,"ACABAR2","Chegar ao final; concluir; encerrar.","NOVELA ACABAR IR<vou> DORMIR TCHAU.","A novela acabou e, agora, vou dormir.Tchau!",1,"acabar2Sm_Prog001.jpg",3,1
64,"ACABAR3","Deixar de acontecer; terminar.","AULA ACABAR PODER IR CASA.","A aula já acabou, pode ir para casa.",1,"acabar3Sm_Prog001.jpg",3,1
65,"ACABAR4","Esgotar; não mais existir.","ÁGUAR ACABAR PRECISAR COMPRAR OUTRA-VEZ.","A água acabou. É preciso comprar novamente.",1,"acabar4Sm_Prog001.jpg",3,1
66,"AÇAÍ","Fruta que vem de uma palmeira. É consumida ao natural e utilizada para fazer doces, sorvetes e sucos.","AÇAÍ BEBER-CORPO-INTEIRO FORTE SAÚDE.","Eu bebo um copo cheio de suco de açaí. É forte e saudável.",5,"acaiSm_Prog001.jpg",1,1
67,"ACALENTAR","Com a criança nos braços, fazer movimentos suaves para um lado e para outro do corpo, geralmente cantando, para que ela durma.","BEBÊ CHORARcontinuativo EU ACALENTAR.","O bebê estava chorando e eu o acalantei.",1,"acalentarSm_Prog001.jpg",3,1
68,"ACALMAR1","Recuperar ou manter a tranqüilidade, a serenidade.","EU TOMAR-REMÉDIO ACALMAR.","Eu tomo remédio para me acalmar.",1,"acalmar1Sm_Prog001.jpg",3,1
69,"ACALMAR2","Tranqüilizar; fazer com que alguém se acalme.","VOCÊ BO@ ACALMAR! VOCÊ ESTUDARmuito!","É bom você se acalmar, você estudou muito!",1,"acalmar2Sm_Prog001.jpg",3,1
70,"ACAMPAMENTO","Terreno ou clube, onde as casas são trocadas por barracas e geralmente freqüentado por pessoas que buscam contato com a natureza.","EU VER JÁ B-A-R-R-A TER ACAMPAMENTO+ BONIT@.","Eu vi que na Barra tem muitos lugares bonitos para acampamento.",8,"acampamentoSm_Prog001.jpg",1,1
71,"ACAMPAR","Instalar-se em um acampamento ou em espaços naturais improvisados, usando barracas.","ACAMPAR EU AQUI QUERER-NÃO PERIGOS@ MELHOR OUTR@.","Eu não quero acampar aqui, é perigoso. Melhor outro lugar.",1,"acamparSm_Prog001.jpg",3,1
72,"ACANHADO","Tímido; envergonhado; pessoa recatada, com certa dificuldade ou resistência para se relacionar.","ME@ IRM@ ACANHAD@muito.","Meu irmão é muito acanhado.",1,"acanhadoSm_Prog001.jpg",2,1
73,"ACARICIAR","Fazer carícias; afagar; acarinhar.","EU GOSTAR ACARICIAR BEBÊ.","Eu gosto de acariciar o bebê.",1,"acariciarSm_Prog001.jpg",3,1
74,"ACASALAR","Ato em que macho e fêmea se juntam para a procriação.","CACHORRO ME@ DEL@ JUNT@ AMANHÃ ACASALAR.","Meu cachorro e a cadela dele vão ficar juntos para acasalar.",1,"acasalarSm_Prog001.jpg",3,1
75,"ACATAR","Cumprir; aceitar; respeitar.","EU ACATAR PROFESSOR@ 3sACONSELHAR1s.","Eu acatei o que o professor me aconselhou.",1,"acatarSm_Prog001.jpg",3,1
76,"ACAUTELAR","Prevenir; tomar cuidado.","VOCÊ RECEBER JÁ SÁLARIO DINHEIRO? OLHAR JÁ ESCONDER SAPATO.","Você recebeu o salário em dinheiro? Acautele-se e esconda-o no sapato.",1,"acautelarSm_Prog001.jpg",3,1
77,"ACEITAR","Atender a um convite; receber uma gentileza.","AMIG@ 3sCONVIDAR1s JANTAR HOJE EU ACEITAR.","Hoje meu amigo me convidou para jantar e eu aceitei.",1,"aceitarSm_Prog001.jpg",3,1
78,"ACELERAR1","Pressionar o pedal do acelerador de um veículo, aumentando sua velocidade.","ONTEM ÔNIBUS MOTORISTA ACELERAR EU QUASE pessoaCAIR.","Ontem o motorista do ônibus acelerou tanto, que eu quase caí.",1,"acelerar1Sm_Prog001.jpg",3,1
79,"ACELERAR2","Apressar; aumentar o ritmo.","CHEFE GOSTAR-NÃO TRABALHO ATRASAR, VOCÊ PRECISAR PRODUÇÃO ACELERAR TRABALHAR.","O chefe não gosta que o trabalho atrase, você precisa trabalhar e acelerar sua produção.",1,"acelerar2Sm_Prog001.jpg",3,1
80,"ACENAR","Agitar uma ou as duas mãos, em um gesto de cumprimento.","MULHER LIND@muito ANDAR ACENAR EU LOUC@!","Uma linda mulher passou e acenou, eu fiquei louco.",1,"acenarSm_Prog001.jpg",3,1
81,"ACENDER FAROL","Acionar, no painel do carro, o botão que regula a ligação dos faróis.","FAVOR ACENDER-FAROL CARRO NÃO.","Por favor, não acenda o farol do carro.",1,"acender3Sm_Prog001.jpg",3,1
82,"ACENDER ISQUEIRO","Provocar o atrito da pedra que provoca a chama.","CIGARRO ISQUEIRO-ACENDER CONSEGUIR-NÃO!","Não consigo acender o cigarro com esse isqueiro!",1,"acender4Sm_Prog001.jpg",3,1
83,"ACENDER LUZ","Fazer a luz iluminar; pressionar ou girar o interruptor instalado na parede, envolto em uma pequena placa de plástico ou material similar.","POR-FAVOR QUARTO ME@ ACENDER-LUZ.","Por favor, acenda a luz do meu quarto.",1,"acender2Sm_Prog001.jpg",3,1
84,"ACENDER VELA","Pôr fogo; queimar; fazer arder.","VOCÊ FÓSFORO ACENDER-VELA JÁ?","Você acendeu a vela com o fósforo?",1,"acender1Sm_Prog001.jpg",3,1
85,"ACENTO1","Sinal incorporado à grafia de certas palavras.","VOCÊ ESQUECER V-O-C-E ^ NÃO.","Você esqueceu de colocar o acento circunflexo na palavra você.",1,"acento1Sm_Prog001.jpg",1,1
86,"ACENTO2","Sinal que dá maior intensidade a uma sílaba, em relação às que estão próximss dela.","VOCÊ COLOCAR-NÃO V-O-V-O ´.","Você não colocou acento agudo em vovo",1,"acento2Sm_Prog001.jpg",1,1
87,"ACERCAR","Aproximar-se; estar mais perto.","ANTEONTEM FAVELA POLÍCIA ACERCAR LADRÃO 4 PRENDER 1 FUGIR.","Anteontem, na favela, a polícia acercou-se e prendeu quatro ladrões. Um fugiu.",1,"acercarSm_Prog001.jpg",3,1
88,"ACERTAR1","atingir um alvo ou pessoa.","MENIN@ PEQUEN@ ACERTAR-TESTA BALA-REVOLVER.","Uma bala de revólver acertou a cabeça do menino.",1,"acertar1Sm_Prog001.jpg",3,1
89,"ACERTAR2","Fazer de maneira correta; não errar.","MATEMATICA PROVA EU ACERTARdistributivo RESPOSTA+ T-U-D-O.","Eu acertei tudo na prova de matemática.",1,"acertar2Sm_Prog001.jpg",3,1
90,"ACESO","Que acendeu; cheio de claridade.","LUZ PERMANECER DEIXAR ACES@ MADRUGADA-TOD@ OK!","Deixe a luz permanecer acesa durante toda a madrugada.",1,"acesoSm_Prog001.jpg",2,1
91,"ACESSO1","Ingresso; alcance; entrada.","ESS@ SALA COMPUTADOR ACESSO?","Essa sala dá acesso para o computador?",1,"acesso1Sm_Prog001.jpg",1,1
92,"ACESSO2","Ingresso; alcance; entrada.","REUNIÃO PROIBIDO CRIANÇA+ ACESSO.","É proibido o acesso das crianças à reunião.",1,"acesso2Sm_Prog001.jpg",1,1
93,"ACHAR1","Encontrar por acaso; deparar; descobrir.","TERÇA PASSAD@ EU PROCURAR ACHAR ARMÁRIO PREÇO 50.","Terça-feira passada eu estava procurando um armário e achei um pelo preço de 50 reais.",1,"achar1Sm_Prog001.jpg",3,1
94,"ACHAR2","Ter uma opinião; considerar.","DOMINGO D-I-A 16 VASCO FLAMENGO COMPETIR EU ACHAR CERTEZA VASCO CAMPEÃO.","Domingo, dia 16, Vasco e Flamengo vão competir. Eu acho, com certeza, que o Vasco vai ser campeão.",1,"achar2Sm_Prog001.jpg",3,1
95,"ACIDENTE1","Acontecimento casual, que pode provocar lesão física.","ONTEM EU FUTEBOL ACIDENTE BOLA FORTE CHUTAR AMIG@ ME@ BATER-ROSTO.","Ontem, no futebol, a bola que chutei com força bateu, por acidente, no rosto do meu amigo.",1,"acidente1Sm_Prog001.jpg",1,1
96,"ACIDENTE2","Ocorrência como colisão, derrapagem ou capotamento, decorrente de imperícia ou de defeitos técnicos nas máquinas.","COLEGA TRABALHO CARRO ACIDENTE ONTEM.","Ontem, um colega de trabalho teve acidente de carro.",28,"acidente2Sm_Prog001.jpg",1,1
97,"ÁCIDO","Azedo; que tem acidez; de sabor picante.","ABACAXI LARANJA LIMÃO ÁCID@muito.","Abacaxi, laranja e limão são muito ácidos.",31,"acidoSm_Prog001.jpg",2,1
98,"ACIMA","Em situação ou local mais elevado.","LÂMPADA QUEIMAR PRATELEIRA ACIMA.","A lâmpada acima da prateleira queimou.",1,"acimaSm_Prog001.jpg",6,1
99,"ACLIVE","Ladeira considerada de baixo para cima; subida.","S-I FREIO PROBLEMA, CARRO ACLIVE PERIGOS@.","Se o freio estiver com problema, é perigoso o carro no aclive.",1,"acliveSm_Prog001.jpg",1,1
100,"ACNE","Erupção na pele, causada por inflamação das glândulas sebáceas.","HOMEM AQUEL@ MUIT@ ACNE ROSTO.","Aquele homem tem muita acne no rosto.",28,"acneSm_Prog001.jpg",1,1
101,"AÇO","Metal resistente; liga de ferro e carbono.","CASA ME@ JANELA A-Ç-O^FERRO DIFÍCIL DE QUEBRAR","A janela da minha casa é de aço, difícil de quebrar.",29,"aco2Sm_Prog001.jpg",1,1
102,"AÇOITAR","Usar o açoite para bater, fustigar, maltratar.","AQUEL@ HOMEM AÇOITAR CAVALO ACELERAR.","Aquele homem açoitou o cavalo para que acelerasse.",1,"acoitarSm_Prog001.jpg",1,1
103,"AÇOITE","Chicote.","AÇOITE ME@ VELH@.","Meu açoite está velho.",1,"acoiteSm_Prog001.jpg",1,1
104,"ACOMODADO","Quieto, parado, tranqüilo.","EL@ ACOMODAD@ SEMPRE FAZER NADA PREGUIÇOS@.","Ele é preguiçoso e sempre fica acomodado sem fazer nada.",1,"acomodadoSm_Prog001.jpg",2,1
105,"ACOMODAR","Descansar; relaxar; ficar tranqüilo.","2sAJUDAR1s ME@ CASA OBRA VOCÊ ONTEM ACOMODARmuito JÁ. POR-FAVOR, HOJE 2sAJUDAR1s.","Ajude-me na obra da casa, ontem você já se acomodou muito. Hoje, por favor, me ajude!",1,"acomodarSm_Prog001.jpg",3,1
106,"ACOMPANHADO","Estar com uma ou mais pessoas; ter a companhia de alguém; não estar só.","VOCÊ CINEMA IR SOZINH@ O-U ACOMPANHAD@?","Você vai ao cinema sozinho ou acompanhado?",1,"acompanhadoSm_Prog001.jpg",2,1
107,"ACOMPANHAR1","Fazer companhia; seguir junto.","R-U-A SOZINH@ EU MEDO 2sACOMPANHAR1s PONTO-ÔNIBUS?","Tenho medo de andar sozinha na rua, você me acompanha até o ponto do ônibus?",1,"acompanhar1Sm_Prog001.jpg",3,1
108,"ACOMPANHAR2","Seguir na mesma direção; escoltar.","EXCURSÃO VOCÊ veículoACOMPANHAR PROFESSOR@.","Durante a excursão, acampanhe o carro do professor.",1,"acompanhar2Sm_Prog001.jpg",3,1
109,"ACONCHEGAR","Aproximar-se com carinho; abraçar; abrigar; agasalhar.","R-U-A EU ACHAR BEBÊ L-I-X-O CESTA. PEGAR ACONCHEGAR-COLO COITAD@.","Achei um bebê em uma cesta de lixo, na rua. Coitadinho, eu o peguei e aconcheguei em meu colo.",1,"aconchegarSm_Prog001.jpg",3,1
110,"ACONSELHAR","Dar conselhos; sugerir um caminho; orientar.","FILH@ 1sACONSELHAR3s PARAR MENTIR.","Eu aconselhei meu filho a parar de mentir.",1,"aconselharSm_Prog001.jpg",3,1
111,"ACONTECER1","Ocorrer; suceder; tornar-se realidade.","EL@ ACONTECER FEBRE?","O que aconteceu, ele está com febre?",1,"acontecerSm_Prog001.jpg",3,1
112,"ACONTECER2","Ocorrer; suceder; tornar-se realidade.","ACONTECER?","O que aconteceu?",1,"acontecer2Sm_Prog001.jpg",3,1
113,"ACONTECER3","Ocorrer sem que seja esperado; tornar-se realidade; suceder.","HOJE SOL BONIT@ AGORA CHUVAmuito ACONTECER?","Hoje tinha um sol bonito e agora chove forte. O que aconteceu?",1,"acontecer3Sm_Prog001.jpg",3,1
114,"ACORDADO","Resolvido por acordo.","APARTAMENTO NEGÓCIO COMPRAR VOCÊS-2 ACORDADO JÁ?","O negócio da compra do apartamento já foi acordado entre vocês dois?",1,"acordado2Sm_Prog001.jpg",2,1
115,"ACORDAR1","Despertar; sair do sono.","ACORDAR VOCÊ HOR@ TODOS-DIA?","A que horas você acorda todos os dias?",1,"acordar1Sm_Prog001.jpg",3,1
116,"ACORDAR2","Despertar outra pessoa; fazer com que alguém saia do sono.","ACORDAR VOCÊ HOR@ TODOS-DIA?","A que horas você acorda todos os dias?",1,"acordar2Sm_Prog001.jpg",3,1
117,"ACORDAR3","Fazer acordo; concordar; combinar.","ELE@-2 CARRO VENDER ACORDAR JÁ.","Eles já acordaram sobre a venda do carro.",1,"acordoSm_Prog001.jpg",3,1
118,"ACORDEÃO","Instrumento musical com um fole pregueado que se comprime ou distende.","EU CONTENTE TI@ ME@ 3sPRESENTEAR1s ACORDEÃO.","Fiquei muito contente porque o meu tio me presenteou com um acordeão.",8,"acordeaoSm_Prog001.jpg",1,1
